index,sigma_fcs,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,l_fcs,theta_floor,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span,x_centroid_fuse,Vol_fuse,length,P_prop_max
"(1, 9, 8, 10, 3, 13, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.5972222222222222,0.0,0.0,1.0,false,6.004021020623412,1.0407361499457057e6,37.909094136376495,1.2805871758289442,7,4.515349976273669,9.455564587431995,25.14600000000001,9.89628765802185,41.3436478790599,31.24200000000001,0.0,50.257283233130046,1.3421042399372093e7
"(1, 9, 8, 10, 3, 14, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.6333333333333333,0.0,0.0,1.0,false,6.080896131532292,1.0497094102431878e6,38.3957384650011,1.2965503485869152,7,5.759932648131951,9.493603547421118,25.14600000000001,9.982905276014707,41.52126170002079,31.24200000000001,0.0,50.38581653962809,1.358901116059858e7
"(1, 9, 8, 10, 3, 15, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.6694444444444444,0.0,0.0,1.0,false,6.178673769788776,1.0612436428552312e6,39.02426445544065,1.316859853328059,7,7.448082335298273,9.54225745232709,25.14600000000001,10.090189647508906,41.74843946611871,31.24200000000001,0.0,50.54936723140941,1.380267058442519e7
"(1, 9, 8, 10, 3, 16, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.7055555555555556,0.0,0.0,1.0,false,6.306609617812693,1.0765305909430417e6,39.86245087529436,1.3434435309209247,7,9.821308235251195,9.606330358945405,25.14600000000001,10.226346236846608,42.047612570951316,31.24200000000001,0.0,50.763477518763345,1.4082360731100867e7
"(1, 9, 8, 10, 3, 17, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.7416666666666667,0.0,0.0,1.0,false,6.480505271630762,1.0976447360913164e6,41.029771760222516,1.3795971054885765,7,13.318934382055861,9.694075342270272,25.14600000000001,10.404955505085205,42.45731677324641,31.24200000000001,0.0,51.05472420253978,1.446264040861832e7
"(1, 9, 8, 10, 3, 18, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.7777777777777778,0.0,0.0,1.0,false,6.729873295741201,1.1285603639496013e6,42.75896217559351,1.4314904793373204,7,18.819636576515553,9.821030174038077,25.14600000000001,10.650506361059897,43.05010197994433,31.24200000000001,0.0,51.4728761875264,1.5008188583168317e7
"(1, 9, 8, 10, 3, 19, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.8138888888888889,0.0,0.0,1.0,false,7.117975042541262,1.178138690251855e6,45.58094331788847,1.5124096100904199,7,28.33782788004134,10.021020538603755,25.14600000000001,11.01344055324392,43.98390912966735,31.24200000000001,0.0,52.125141905356536,1.5858253502963394e7
"(1, 9, 8, 10, 4, 1, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,8,0.2,0.0,0.0,1.0,false,5.689463691191359,1.0035291216778731e6,35.91038891428644,1.2158164828915003,7,0.22250750486282153,9.296054987074406,25.14600000000001,9.372324646592581,40.59885597077544,31.24200000000001,0.0,49.735921165597894,9.552695579429334e6
"(1, 9, 8, 10, 4, 2, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,8,0.2361111111111111,0.0,0.0,1.0,false,5.699790770980754,1.0046489507836036e6,35.969944313578374,1.2179558361520975,7,0.31874679942399636,9.30090075169423,25.14600000000001,9.384461497131188,40.62148210907812,31.24200000000001,0.0,49.753137139076685,9.569613480280979e6
"(1, 9, 8, 10, 4, 3, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,8,0.2722222222222222,0.0,0.0,1.0,false,5.712317980275079,1.0060098176041566e6,36.04236182022687,1.2205515479873572,7,0.43776895763110896,9.306785808777159,25.14600000000001,9.399096219365038,40.648960974834985,31.24200000000001,0.0,49.77402594900696,9.590135868223857e6
"(1, 9, 8, 10, 4, 4, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,8,0.3,0.0,0.0,1.0,false,5.723617056095432,1.0072395022078115e6,36.107839539998274,1.2228929288239287,7,0.5472394614852848,9.312100079129749,25.14600000000001,9.412216101355233,40.673774688543574,31.24200000000001,0.0,49.79286847873421,9.608646531597996e6
"(1, 9, 8, 10, 4, 5, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,8,0.30833333333333335,0.0,0.0,1.0,false,5.727313062718582,1.0076421918790322e6,36.129290068674514,1.2236588192261144,7,0.5834794316983192,9.31383963200708,25.14600000000001,9.41649160172464,40.68189711442996,31.24200000000001,0.0,49.79903214191174,9.614701523054935e6
"(1, 9, 8, 10, 4, 6, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,8,0.34444444444444444,0.0,0.0,1.0,false,5.745119649391608,1.0095853812835184e6,36.23285924108179,1.2273488487033992,7,0.7610117364761376,9.32222895013823,25.14600000000001,9.43698164944129,40.72106902788279,31.24200000000001,0.0,49.82872901438992,9.643873599451352e6
"(1, 9, 8, 10, 4, 7, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,8,0.38055555555555554,0.0,0.0,1.0,false,5.766179095463574,1.0118901031481946e6,36.35582282131999,1.2317131659449096,7,0.9771478340618717,9.33216840902931,25.14600000000001,9.460990719740083,40.76747895266604,31.24200000000001,0.0,49.86385365791657,9.678375368307726e6
"(1, 9, 8, 10, 4, 8, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,8,0.4166666666666667,0.0,0.0,1.0,false,5.791062090101212,1.0146222731802368e6,36.50176815938499,1.2368701511988245,7,1.2409324715267258,9.343936337008845,25.14600000000001,9.489060942680975,40.82242647630589,31.24200000000001,0.0,49.90535945859292,9.719142141254278e6
"(1, 9, 8, 10, 4, 9, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,8,0.4527777777777778,0.0,0.0,1.0,false,5.820514022310571,1.0178684771559662e6,36.6754200953063,1.2429744320982736,7,1.5645883795403936,9.35789729474821,25.14600000000001,9.521891015384849,40.887613827618104,31.24200000000001,0.0,49.95449181807063,9.767395584099274e6
