index,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,Vspec,fcs_fuselage_location,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span
"(3, 7, 1, 1, 1, 1, 10, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,578947.3684210526,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 10, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,578947.3684210526,1.0,4.7283881695777525,759792.307948321,23.80019362137024,1.013646555047895,7,0.8266513000025617,8.171048850491513,27.003539387905224,5.036792036708361,35.34590902953236
"(3, 7, 1, 1, 1, 1, 11, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,621052.6315789474,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 11, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,621052.6315789474,1.0,4.721595396223265,758903.2950121141,23.75822556606608,1.0121414228693473,7,0.8249132130858983,8.166572732726669,26.87760451414894,5.033813763798679,35.32500886876266
"(3, 7, 1, 1, 1, 1, 12, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,663157.8947368421,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 12, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,663157.8947368421,1.0,4.715670049707377,758128.3632552538,23.721661546058577,1.0108284820088695,7,0.8233980845130088,8.162668749154241,26.76766137039345,5.031216171616245,35.306780151692955
"(3, 7, 1, 1, 1, 1, 13, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,705263.1578947369,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 13, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,705263.1578947369,1.0,4.710455904300626,757446.8784296144,23.689520973809884,1.009673126130853,7,0.8220655949561821,8.15923379742515,26.67084576619086,5.028930658987162,35.29074146657658
"(3, 7, 1, 1, 1, 1, 14, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,747368.4210526316,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 14, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,747368.4210526316,1.0,4.70583205611106,756842.8813592041,23.661046116385894,1.0086485521267667,7,0.8208845459633018,8.156188052923406,26.5849389624618,5.0269041130346395,35.276520091471156
"(3, 7, 1, 1, 1, 1, 15, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,789473.6842105263,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 15, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,789473.6842105263,1.0,4.701703674129549,756303.8809928539,23.63564433861739,1.007733768275795,7,0.8198305433356522,8.153468981269578,26.508195551130502,5.025094925280536,35.263824037056395
"(3, 7, 1, 1, 1, 1, 16, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,831578.947368421,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 16, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,831578.947368421,1.0,4.697995137699014,755819.9169956158,23.61284342664813,1.006912014401618,7,0.8188841196627766,8.151026678475482,26.43922362449098,5.023469891125709,35.25242028860147
"(3, 7, 1, 1, 1, 1, 17, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,873684.2105263158,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 17, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,873684.2105263158,1.0,4.694645504747014,755382.9700999863,23.592263120538824,1.0061697903701001,7,0.8180296031902722,8.148820901007161,26.37689959439503,5.0220022337440655,35.24212093855485
"(3, 7, 1, 1, 1, 1, 18, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,915789.4736842106,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 18, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,915789.4736842106,1.0,4.691604980825586,754986.4893851136,23.57359384353471,1.0054960430837356,7,0.8172541833926811,8.146818855767709,26.320306509595262,5.020670133604195,35.23277286739786
"(3, 7, 1, 1, 1, 1, 19, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,957894.7368421053,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 19, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,957894.7368421053,1.0,4.688832791063962,754625.1303034594,23.55658229207247,1.0048817711443272,7,0.8165474372001668,8.144993674594575,26.268688641041624,5.019455713446196,35.224250620675065
"(3, 7, 1, 1, 1, 1, 20, 1)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,1.0e6,0.0,4.834632967133137,773773.9114628949,24.463206094625797,1.0371819570921172,7,0.8539958961779786,8.241084635948132,28.956000000000014,5.0833917227514815,35.67292437018584
"(3, 7, 1, 1, 1, 1, 20, 2)",fuselage,2.4330526315789474,10.1,1.0,2,0.3,1.0e6,1.0,4.68629483651182,754294.4067178536,23.541016260396233,1.0043193981669747,7,0.8159005816783012,8.143322825961942,26.221417540366186,5.018343981476623,35.216448992818414
"(3, 8, 1, 1, 1, 1, 1, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,200000.0,0.0,4.916254290520898,782596.2832100911,24.883635086447956,1.0538011303332215,7,0.8751890689356384,8.285278818969367,28.956000000000014,5.112797190831759,35.879278532152696
"(3, 8, 1, 1, 1, 1, 1, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,200000.0,1.0,4.988594357246325,792145.7623675108,25.342510499002657,1.0697927314218996,7,0.8941311020967687,8.332483766665986,30.23938708671814,5.144205930349742,36.099690739296435
"(3, 8, 1, 1, 1, 1, 2, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,242105.26315789475,0.0,4.916254290520898,782596.2832100911,24.883635086447956,1.0538011303332215,7,0.8751890689356384,8.285278818969367,28.956000000000014,5.112797190831759,35.879278532152696
"(3, 8, 1, 1, 1, 1, 2, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,242105.26315789475,1.0,4.938471293226359,785529.4929083437,25.02431515556772,1.0587150750112955,7,0.8809920813836333,8.299811029935787,29.35358063685412,5.122466482953382,35.94713321370795
"(3, 8, 1, 1, 1, 1, 3, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,284210.5263157895,0.0,4.916254290520898,782596.2832100911,24.883635086447956,1.0538011303332215,7,0.8751890689356384,8.285278818969367,28.956000000000014,5.112797190831759,35.879278532152696
"(3, 8, 1, 1, 1, 1, 3, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,284210.5263157895,1.0,4.903691921578731,780939.0539889669,24.8042593716021,1.0510219573336965,7,0.8719135048878395,8.277055496734848,28.730235357320176,5.107325641796339,35.84088169681642
"(3, 8, 1, 1, 1, 1, 4, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,326315.7894736842,0.0,4.916254290520898,782596.2832100911,24.883635086447956,1.0538011303332215,7,0.8751890689356384,8.285278818969367,28.956000000000014,5.112797190831759,35.879278532152696
"(3, 8, 1, 1, 1, 1, 4, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,326315.7894736842,1.0,4.8780550265639135,777561.5225057717,24.642726972306725,1.0453493411463315,7,0.8652416523238793,8.260267176109105,28.26775337573048,5.096155202780766,35.7624926510931
"(3, 8, 1, 1, 1, 1, 5, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,368421.05263157893,0.0,4.916254290520898,782596.2832100911,24.883635086447956,1.0538011303332215,7,0.8751890689356384,8.285278818969367,28.956000000000014,5.112797190831759,35.879278532152696
"(3, 8, 1, 1, 1, 1, 5, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,368421.05263157893,1.0,4.8583517562211656,774970.8180277962,24.519044683871783,1.040989058464936,7,0.8601257185929008,8.247363720174775,27.910981561361282,5.087569634824462,35.70224305139973
"(3, 8, 1, 1, 1, 1, 6, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,410526.3157894737,0.0,4.916254290520898,782596.2832100911,24.883635086447956,1.0538011303332215,7,0.8751890689356384,8.285278818969367,28.956000000000014,5.112797190831759,35.879278532152696
"(3, 8, 1, 1, 1, 1, 6, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,410526.3157894737,1.0,4.8427308889595455,772920.3716590044,24.421289943020575,1.0375319380181105,7,0.8560770121256709,8.23713491707276,27.62739370891397,5.080763699686545,35.65448210306348
"(3, 8, 1, 1, 1, 1, 7, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,452631.5789473684,0.0,4.916254290520898,782596.2832100911,24.883635086447956,1.0538011303332215,7,0.8751890689356384,8.285278818969367,28.956000000000014,5.112797190831759,35.879278532152696
"(3, 8, 1, 1, 1, 1, 7, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,452631.5789473684,1.0,4.830040977028758,771257.0470337957,24.342079274460893,1.0347233569426866,7,0.8527926985863054,8.228826767281092,27.396566387154532,5.075235708969132,35.615689185748295
"(3, 8, 1, 1, 1, 1, 8, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,494736.84210526315,0.0,4.916254290520898,782596.2832100911,24.883635086447956,1.0538011303332215,7,0.8751890689356384,8.285278818969367,28.956000000000014,5.112797190831759,35.879278532152696
"(3, 8, 1, 1, 1, 1, 8, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,494736.84210526315,1.0,4.819527095153838,769880.6257467545,24.27659094942635,1.0323963223391315,7,0.8500747824887754,8.221944483474617,27.20502882229032,5.070656446202956,35.5835540084418
"(3, 8, 1, 1, 1, 1, 9, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,536842.1052631579,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 9, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,536842.1052631579,1.0,4.810673346462187,768722.7517611275,24.22154303565361,1.0304366904770528,7,0.8477882920560528,8.216149963856262,27.043536365640097,5.0668009487137,35.55649788571018
"(3, 8, 1, 1, 1, 1, 10, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,578947.3684210526,0.0,4.916254290520898,782596.2832100911,24.883635086447956,1.0538011303332215,7,0.8751890689356384,8.285278818969367,28.956000000000014,5.112797190831759,35.879278532152696
"(3, 8, 1, 1, 1, 1, 10, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,578947.3684210526,1.0,4.803115102683399,767735.1901854888,24.174622466086362,1.0287637774037575,7,0.8458380030815962,8.211204122554241,26.905533720866273,5.06351013601858,35.533404463288285
"(3, 8, 1, 1, 1, 1, 11, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,621052.6315789474,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 11, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,621052.6315789474,1.0,4.7965874514208195,766882.9682058292,24.134154829072273,1.0273190685253877,7,0.8441548638502888,8.20693341625328,26.786243299112627,5.060668537662688,35.513463422194306
"(3, 8, 1, 1, 1, 1, 12, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,663157.8947368421,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 12, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,663157.8947368421,1.0,4.790895275126241,766140.5261932806,24.098916221953488,1.0260609106313145,7,0.8426880639971798,8.203210727475167,26.68210086742294,5.05819157353406,35.49608121778288
"(3, 8, 1, 1, 1, 1, 13, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,705263.1578947369,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 13, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,705263.1578947369,1.0,4.785885948541547,765487.5463160808,24.06793682794493,1.024953685540717,7,0.8413979361526766,8.199935038799312,26.590393352949928,5.056012029706936,35.480786173382015
"(3, 8, 1, 1, 1, 1, 14, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,747368.4210526316,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 14, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,747368.4210526316,1.0,4.781443585587815,764908.790857455,24.04048906694985,1.0239717931326096,7,0.8402544063482612,8.197030463660044,26.5090190795443,5.054079413563688,35.4672239548329
"(3, 8, 1, 1, 1, 1, 15, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,789473.6842105263,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 15, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,789473.6842105263,1.0,4.777476972886653,764392.2610376712,24.016000511517774,1.023095045502667,7,0.8392337651903264,8.194437199072327,26.43632472863527,5.052353934013105,35.45511532640776
"(3, 8, 1, 1, 1, 1, 16, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,831578.947368421,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 16, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,831578.947368421,1.0,4.773913543580947,763928.4293400369,23.994016897210358,1.0223074029915418,7,0.8383172012529828,8.192107721111615,26.370991830982852,5.050803970078156,35.444238386513376
"(3, 8, 1, 1, 1, 1, 17, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,873684.2105263158,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 17, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,873684.2105263158,1.0,4.77069490259972,763509.6483611079,23.974173771359865,1.0215959873575275,7,0.8374896356576633,8.190003855666584,26.311956080092113,5.049404121863758,35.43441489027199
"(3, 8, 1, 1, 1, 1, 18, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,915789.4736842106,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 18, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,915789.4736842106,1.0,4.767773241465809,763129.6414836587,23.956172243313304,1.020950210503109,7,0.8367386595579028,8.188094256460683,26.258348903995923,5.04813353250886,35.42549847374639
"(3, 8, 1, 1, 1, 1, 19, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,957894.7368421053,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 19, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,957894.7368421053,1.0,4.7651093066038905,762783.2712497738,23.93976774121336,1.020361406244041,7,0.8360541353995388,8.18635324938769,26.209454446677423,5.0469751192423935,35.41736925784136
"(3, 8, 1, 1, 1, 1, 20, 1)",fuselage,2.499894736842105,10.1,1.0,2,0.3,1.0e6,0.0,4.707364484244361,755302.0035822508,23.586287061152394,1.0075986892176145,7,0.821262255451735,8.148646755775278,25.14600000000001,5.021886362792111,35.24130780906745
"(3, 8, 1, 1, 1, 1, 20, 2)",fuselage,2.499894736842105,10.1,1.0,2,0.3,1.0e6,1.0,4.762670366141968,762466.2449822944,23.924756035630757,1.0198223226206427,7,0.8354275734697233,8.184759373202633,26.164677417343636,5.045914602403308,35.409927034409186
"(3, 9, 1, 1, 1, 1, 1, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,200000.0,0.0,5.001339953097454,791988.9400621804,25.33368223572787,1.0711357945795603,7,0.8974676967140738,8.332016554510023,28.956000000000014,5.143895061561143,36.097509203937854
"(3, 9, 1, 1, 1, 1, 1, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,200000.0,1.0,5.0594795774204435,799665.6328361332,25.704790895386832,1.0839791669948773,7,0.9128084997677395,8.369781428375733,29.97756068347023,5.169022662460118,36.27384324533416
"(3, 9, 1, 1, 1, 1, 2, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,242105.26315789475,0.0,5.001339953097454,791988.9400621804,25.33368223572787,1.0711357945795603,7,0.8974676967140738,8.332016554510023,28.956000000000014,5.143895061561143,36.097509203937854
"(3, 9, 1, 1, 1, 1, 2, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,242105.26315789475,1.0,5.011595692965677,793341.889110409,25.398968050713158,1.0734020867989718,7,0.9001674594948199,8.33868641698303,29.13728926025802,5.148332985619059,36.12865253066007
"(3, 9, 1, 1, 1, 1, 3, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,284210.5263157895,0.0,5.001339953097454,791988.9400621804,25.33368223572787,1.0711357945795603,7,0.8974676967140738,8.332016554510023,28.956000000000014,5.143895061561143,36.097509203937854
"(3, 9, 1, 1, 1, 1, 3, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,284210.5263157895,1.0,4.978216787094752,788942.1153588054,25.186847550575457,1.0660254095915052,7,0.8913906731433532,8.316973937042514,28.5459871476272,5.13388616044463,36.02727130136583
"(3, 9, 1, 1, 1, 1, 4, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,326315.7894736842,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 4, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,326315.7894736842,1.0,4.953570014520261,785701.0263926571,25.030937770852507,1.0605775450966393,7,0.884928501436991,8.300938373542332,28.107279128578533,5.123216583174081,35.95239707490583
"(3, 9, 1, 1, 1, 1, 5, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,368421.05263157893,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 5, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,368421.05263157893,1.0,4.9346180794864996,783214.0351979102,24.91150486821138,1.0563894154743463,7,0.879970239133876,8.288610070648499,27.76884722816956,5.115013704594916,35.89483301470117
"(3, 9, 1, 1, 1, 1, 6, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,410526.3157894737,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 6, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,410526.3157894737,1.0,4.919592515146031,781246.008040818,24.817117124530103,1.0530721854007836,7,0.876045854740624,8.278839540730052,27.499837256049606,5.108512690524665,35.849211863330986
"(3, 9, 1, 1, 1, 1, 7, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,452631.5789473684,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 7, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,452631.5789473684,1.0,4.907383466473923,779649.1318172131,24.740610806792,1.05037671418072,7,0.872861440811278,8.270902074869657,27.28087565083569,5.103231341644791,35.81214976592836
"(3, 9, 1, 1, 1, 1, 8, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,494736.84210526315,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 8, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,494736.84210526315,1.0,4.897266338856119,778327.4247068311,24.677342665861026,1.0481430583159792,7,0.8702255903597327,8.264325870842773,27.09918410608372,5.098855735074374,35.78144375490789
"(3, 9, 1, 1, 1, 1, 9, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,536842.1052631579,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 9, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,536842.1052631579,1.0,4.888745774705795,777215.4137092944,24.62415053734889,1.046261898017376,7,0.868007795341984,8.258788409243058,26.945993195802643,5.095171276188961,35.75558790308043
"(3, 9, 1, 1, 1, 1, 10, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,578947.3684210526,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 10, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,578947.3684210526,1.0,4.881471234645629,776266.830169593,24.578803950288815,1.044655813230265,7,0.866115806806244,8.25406148981313,26.815084599744267,5.092026127463212,35.73351668395237
"(3, 9, 1, 1, 1, 1, 11, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,621052.6315789474,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 11, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,621052.6315789474,1.0,4.875188107724454,775448.1455424976,24.539687683348795,1.0432686371644182,7,0.8644828215019146,8.249979416494957,26.701926321795504,5.089310039769018,35.714456419431706
"(3, 9, 1, 1, 1, 1, 12, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,663157.8947368421,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 12, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,663157.8947368421,1.0,4.869706466898444,774734.3514367593,24.505598627056745,1.0420583968039512,7,0.8630589603791281,8.246418484838946,26.603137348983093,5.086940703920078,35.69782950119353
"(3, 9, 1, 1, 1, 1, 13, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,705263.1578947369,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 13, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,705263.1578947369,1.0,4.864882182062877,774106.5155344671,24.475626734989284,1.0409932903120933,7,0.8618064995527792,8.24328494365631,26.51614407441694,5.0848557407207355,35.68319818049639
"(3, 9, 1, 1, 1, 1, 14, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,747368.4210526316,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 14, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,747368.4210526316,1.0,4.860603715598418,773550.0007724506,24.4490689717325,1.0400487002616756,7,0.8606962661299614,8.240506242400002,26.43895285895683,5.083006877238912,35.67022369992219
"(3, 9, 1, 1, 1, 1, 15, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,789473.6842105263,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 15, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,789473.6842105263,1.0,4.856783407596703,773053.3107918563,24.425373598066052,1.0392052743314997,7,0.8597053443841689,8.238025356483066,26.3699953731458,5.081356171045152,35.65863979680809
"(3, 9, 1, 1, 1, 1, 16, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,831578.947368421,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 16, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,831578.947368421,1.0,4.8533513080043535,772607.2702642437,24.404100542626686,1.0384475449610078,7,0.8588154240069654,8.235796739190056,26.308020923872597,5.079873316737353,35.64823380166564
"(3, 9, 1, 1, 1, 1, 17, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,873684.2105263158,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 17, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,873684.2105263158,1.0,4.850251109777016,772204.5091719953,24.38489650931884,1.037763085812957,7,0.8580118157656461,8.23378378240709,26.252019915493193,5.078533956387596,35.63883478166734
"(3, 9, 1, 1, 1, 1, 18, 1)",fuselage,2.566736842105263,10.1,1.0,2,0.3,915789.4736842106,0.0,4.789239456632838,764307.5038511369,24.009294928224147,1.0242939727020108,7,0.8422488090861328,8.194202630093434,25.14600000000001,5.052197858933763,35.454020062693075
"(3, 9, 1, 1, 1, 1, 18, 2)",fuselage,2.566736842105263,10.1,1.0,2,0.3,915789.4736842106,1.0,4.847436996378827,771839.0463628455,24.36747486494268,1.0371418091983715,7,0.8572826140520443,8.231956755167943,26.20116842512569,5.077318307913299,35.63030391518105
